player_name,season,team,matches,total_legal_balls,total_overs,total_runs_conceded,total_wickets,total_wides,total_no_balls,total_dot_balls,five_wicket_hauls,three_plus_wickets,best_bowling_wickets,total_pp_wickets,total_death_wickets,total_pp_runs_conceded,total_middle_runs_conceded,total_death_runs_conceded,season_economy,season_dot_pct,bowling_average,bowling_strike_rate
K Gowtham,2018,Rajasthan Royals,15,240,40.0,321,12,4,0,87,0,0,2,9,0,185,130,6,8.03,35.66,26.75,20.0
S Gopal,2018,Rajasthan Royals,10,186,31.0,239,12,2,0,65,0,2,4,0,1,14,221,4,7.71,34.57,19.92,15.5
YS Chahal,2018,Royal Challengers Bengaluru,14,300,50.0,374,12,10,3,120,0,0,2,4,2,77,234,63,7.48,38.34,31.17,25.0
Mohammed Siraj,2018,Royal Challengers Bengaluru,11,246,41.0,372,12,18,0,85,0,2,3,2,9,59,128,185,9.07,32.2,31.0,20.5
R Ashwin,2018,Punjab Kings,14,304,50.7,411,11,10,0,76,0,0,2,1,4,64,283,64,8.11,24.2,37.36,27.64
AS Rajpoot,2018,Punjab Kings,8,157,26.2,230,11,7,2,76,1,1,5,7,3,132,51,47,8.79,45.78,20.91,14.27
DL Chahar,2018,Chennai Super Kings,12,229,38.2,281,10,17,2,114,0,1,3,10,0,239,42,0,7.36,45.97,28.1,22.9
B Kumar,2018,Sunrisers Hyderabad,12,277,46.2,357,10,7,2,121,0,1,3,4,6,151,51,155,7.73,42.31,35.7,27.7
BA Stokes,2018,Rajasthan Royals,12,222,37.0,307,9,9,1,73,0,1,3,3,4,83,133,91,8.3,31.47,34.11,24.67
B Laughlin,2018,Rajasthan Royals,7,126,21.0,212,9,7,1,33,0,0,2,3,5,61,56,95,10.1,24.63,23.56,14.0
Mustafizur Rahman,2018,Mumbai Indians,7,165,27.5,232,9,0,2,57,0,1,3,2,5,56,79,97,8.44,34.13,25.78,18.33
TG Southee,2018,Royal Challengers Bengaluru,8,174,29.0,263,8,8,1,57,1,1,5,2,6,129,19,115,9.07,31.15,32.88,21.75
CR Woakes,2018,Royal Challengers Bengaluru,5,110,18.3,196,8,8,0,44,0,1,3,2,6,78,18,100,10.69,37.29,24.5,13.75
MM Sharma,2018,Punjab Kings,9,178,29.7,328,7,6,2,44,0,0,2,4,2,135,56,137,11.06,23.66,46.86,25.43
Harbhajan Singh,2018,Chennai Super Kings,12,191,31.8,270,7,2,0,68,0,0,2,2,0,85,185,0,8.48,35.23,38.57,27.29
HV Patel,2018,Delhi Capitals,5,105,17.5,169,7,4,0,34,0,1,3,1,3,48,81,40,9.66,31.19,24.14,15.0
SR Watson,2018,Chennai Super Kings,11,168,28.0,252,7,8,0,56,0,1,3,1,1,106,112,34,9.0,31.82,36.0,24.0
Shivam Mavi,2018,Kolkata Knight Riders,9,168,28.0,273,7,10,1,61,0,0,2,1,3,125,52,96,9.75,34.08,39.0,24.0
MM Ali,2018,Royal Challengers Bengaluru,5,79,13.2,98,6,2,0,26,0,1,4,0,1,14,83,1,7.44,32.1,16.33,13.17
TK Curran,2018,Kolkata Knight Riders,5,61,10.2,118,6,1,2,15,0,0,2,1,4,23,53,42,11.61,23.44,19.67,10.17
Imran Tahir,2018,Chennai Super Kings,6,124,20.7,193,6,2,0,38,0,0,2,0,0,12,164,17,9.34,30.16,32.17,20.67
CR Brathwaite,2018,Sunrisers Hyderabad,4,61,10.2,96,6,3,0,21,0,0,2,0,5,0,55,41,9.44,32.81,16.0,10.17
R Tewatia,2018,Delhi Capitals,8,132,22.0,174,6,2,0,40,0,1,3,0,3,9,144,21,7.91,29.85,29.0,22.0
BB Sran,2018,Punjab Kings,6,132,22.0,231,6,12,2,45,0,0,2,1,4,99,54,78,10.5,30.82,38.5,22.0
CJ Anderson,2018,Royal Challengers Bengaluru,3,52,8.7,117,5,4,0,14,0,1,3,0,4,0,27,90,13.5,25.0,23.4,10.4
IS Sodhi,2018,Rajasthan Royals,6,138,23.0,137,5,0,0,49,0,0,1,0,0,0,135,2,5.96,35.51,27.4,27.6
B Stanlake,2018,Sunrisers Hyderabad,4,96,16.0,130,5,4,0,47,0,0,2,1,0,63,56,11,8.13,47.0,26.0,19.2
S Lamichhane,2018,Delhi Capitals,3,72,12.0,86,5,1,0,29,0,1,3,2,0,26,45,15,7.17,39.73,17.2,14.4
GJ Maxwell,2018,Delhi Capitals,10,96,16.0,132,5,2,0,32,0,0,2,2,1,50,74,8,8.25,32.65,26.4,19.2
Basil Thampi,2018,Sunrisers Hyderabad,4,61,10.2,115,5,1,0,16,0,0,2,0,3,17,53,45,11.31,25.81,23.0,12.2
S Nadeem,2018,Delhi Capitals,6,90,15.0,162,5,2,0,20,0,1,3,2,0,86,76,0,10.8,21.74,32.4,18.0
LE Plunkett,2018,Delhi Capitals,7,150,25.0,228,4,4,0,39,0,1,3,1,2,72,85,71,9.12,25.32,57.0,37.5
Washington Sundar,2018,Royal Challengers Bengaluru,7,120,20.0,194,4,2,0,27,0,0,2,0,0,77,112,5,9.7,22.13,48.5,30.0
DT Christian,2018,Delhi Capitals,4,71,11.8,106,4,0,0,20,0,0,2,0,4,18,44,44,8.96,28.17,26.5,17.75
DS Kulkarni,2018,Rajasthan Royals,8,119,19.8,189,4,7,0,53,0,0,2,2,0,142,43,4,9.53,42.06,47.25,29.75
Avesh Khan,2018,Delhi Capitals,6,114,19.0,205,4,2,1,43,0,0,2,2,1,151,31,23,10.79,36.75,51.25,28.5
KV Sharma,2018,Chennai Super Kings,5,57,9.5,90,4,1,0,15,0,0,2,0,2,0,77,13,9.47,25.86,22.5,14.25
N Rana,2018,Kolkata Knight Riders,5,37,6.2,44,4,1,0,17,0,0,2,0,0,6,38,0,7.14,44.74,11.0,9.25
AR Patel,2018,Punjab Kings,8,156,26.0,221,3,2,0,38,0,0,1,2,0,48,155,18,8.5,24.05,73.67,52.0
Mohammed Shami,2018,Delhi Capitals,4,83,13.8,144,3,2,0,28,0,0,1,0,2,26,76,42,10.41,32.94,48.0,27.67
M Ashwin,2018,Royal Challengers Bengaluru,2,42,7.0,54,3,3,0,19,0,0,2,0,0,0,34,20,7.71,42.22,18.0,14.0
CH Morris,2018,Delhi Capitals,4,84,14.0,148,3,3,0,29,0,0,2,1,1,50,38,60,10.57,33.33,49.33,28.0
MP Stoinis,2018,Punjab Kings,6,66,11.0,121,3,0,0,14,0,0,1,0,0,11,90,20,11.0,21.21,40.33,22.0
KM Asif,2018,Chennai Super Kings,2,36,6.0,75,3,2,0,16,0,0,2,3,0,36,21,18,12.5,42.11,25.0,12.0
C de Grandhomme,2018,Royal Challengers Bengaluru,7,90,15.0,132,3,7,0,23,0,0,1,0,0,0,109,23,8.8,23.71,44.0,30.0
Anureet Singh,2018,Rajasthan Royals,3,24,4.0,42,2,0,0,4,0,0,1,0,0,0,42,0,10.5,16.67,21.0,12.0
JPR Scantlebury-Searles,2018,Kolkata Knight Riders,3,42,7.0,89,2,3,0,7,0,0,1,0,1,13,56,20,12.71,15.56,44.5,21.0
R Vinay Kumar,2018,Kolkata Knight Riders,2,23,3.8,65,2,1,1,8,0,0,2,0,2,30,0,35,16.96,32.0,32.5,11.5
K Khejroliya,2018,Royal Challengers Bengaluru,3,65,10.8,110,2,5,0,15,0,0,2,0,0,19,66,25,10.15,21.43,55.0,32.5
MG Johnson,2018,Kolkata Knight Riders,6,126,21.0,218,2,7,0,44,0,0,1,0,2,86,64,68,10.38,33.08,109.0,63.0
BCJ Cutting,2018,Mumbai Indians,7,102,17.0,169,2,3,0,23,0,0,1,0,0,10,95,64,9.94,21.9,84.5,51.0
DJ Willey,2018,Chennai Super Kings,3,60,10.0,96,2,1,0,19,0,0,1,0,1,39,26,31,9.6,31.15,48.0,30.0
P Negi,2018,Royal Challengers Bengaluru,2,24,4.0,49,1,0,0,9,0,0,1,1,0,8,41,0,12.25,37.5,49.0,24.0
DJM Short,2018,Rajasthan Royals,2,18,3.0,23,1,0,0,7,0,0,1,0,0,0,23,0,7.67,38.89,23.0,18.0
YK Pathan,2018,Sunrisers Hyderabad,1,12,2.0,14,1,0,0,2,0,0,1,0,0,0,14,0,7.0,16.67,14.0,12.0
Mohammad Nabi,2018,Sunrisers Hyderabad,2,30,5.0,47,1,0,0,12,0,0,1,1,0,35,12,0,9.4,40.0,47.0,30.0
V Shankar,2018,Delhi Capitals,4,30,5.0,58,1,3,1,8,0,0,1,0,0,0,58,0,11.6,23.53,58.0,30.0
Yuvraj Singh,2018,Punjab Kings,2,12,2.0,23,0,1,0,0,0,0,0,0,0,0,23,0,11.5,0.0,,
KK Ahmed,2018,Sunrisers Hyderabad,1,18,3.0,39,0,1,0,6,0,0,0,0,0,25,0,14,13.0,31.58,,
JP Duminy,2018,Mumbai Indians,2,18,3.0,36,0,0,0,6,0,0,0,0,0,28,8,0,12.0,33.33,,
Ankit Sharma,2018,Rajasthan Royals,1,6,1.0,11,0,0,0,1,0,0,0,0,0,11,0,0,11.0,16.67,,
MA Wood,2018,Chennai Super Kings,1,24,4.0,50,0,1,0,5,0,0,0,0,0,0,14,36,12.5,20.0,,
PJ Sangwan,2018,Mumbai Indians,1,12,2.0,20,0,0,0,4,0,0,0,0,0,20,0,0,10.0,33.33,,
MK Tiwary,2018,Punjab Kings,1,6,1.0,10,0,1,0,0,0,0,0,0,0,0,10,0,10.0,0.0,,
A Dananjaya,2018,Mumbai Indians,1,24,4.0,47,0,1,0,6,0,0,0,0,0,12,35,0,11.75,24.0,,
MK Lomror,2018,Rajasthan Royals,2,18,3.0,27,0,0,0,2,0,0,0,0,0,0,27,0,9.0,11.11,,
DJ Hooda,2018,Sunrisers Hyderabad,2,18,3.0,25,0,1,0,5,0,0,0,0,0,0,25,0,8.33,26.32,,
CJ Dala,2018,Delhi Capitals,1,18,3.0,34,0,1,0,7,0,0,0,0,0,17,17,0,11.33,36.84,,
CJ Jordan,2018,Sunrisers Hyderabad,1,24,4.0,35,0,1,0,10,0,0,0,0,0,18,4,13,8.75,40.0,,
STR Binny,2018,Rajasthan Royals,1,12,2.0,33,0,1,1,2,0,0,0,0,0,14,19,0,16.5,14.29,,
K Rabada,2019,Delhi Capitals,12,282,47.0,375,28,10,0,107,0,4,4,4,21,137,33,205,7.98,36.64,13.39,10.07
Imran Tahir,2019,Chennai Super Kings,17,386,64.3,440,26,2,0,146,0,3,4,0,2,14,304,122,6.84,37.63,16.92,14.85
DL Chahar,2019,Chennai Super Kings,17,387,64.5,486,22,10,3,186,0,2,3,15,7,370,37,79,7.53,46.5,22.09,17.59
Mohammed Shami,2019,Punjab Kings,14,324,54.0,477,22,6,1,111,0,2,3,3,17,191,67,219,8.83,33.53,21.68,14.73
JJ Bumrah,2019,Mumbai Indians,16,370,61.7,425,21,4,4,156,0,2,4,3,14,110,73,242,6.89,41.27,20.24,17.62
KK Ahmed,2019,Sunrisers Hyderabad,9,209,34.8,292,20,13,0,83,0,6,3,7,8,171,54,67,8.38,37.39,14.6,10.45
S Gopal,2019,Rajasthan Royals,14,288,48.0,350,20,0,1,104,0,3,3,5,4,40,266,44,7.29,35.99,17.5,14.4
Rashid Khan,2019,Sunrisers Hyderabad,15,360,60.0,387,19,4,0,160,0,1,3,2,7,50,250,87,6.45,43.96,20.37,18.95
SL Malinga,2019,Mumbai Indians,12,269,44.8,452,18,9,2,84,1,4,5,2,14,158,68,226,10.08,30.0,25.11,14.94
YS Chahal,2019,Royal Challengers Bengaluru,14,296,49.3,394,18,12,0,113,0,1,4,2,6,85,246,63,7.99,36.69,21.89,16.44
Harbhajan Singh,2019,Chennai Super Kings,11,264,44.0,315,18,5,0,114,0,3,4,9,3,193,106,16,7.16,42.38,17.5,14.67
R Ashwin,2019,Punjab Kings,14,330,55.0,400,17,12,0,100,0,1,3,2,3,91,276,33,7.27,29.24,23.53,19.41
HH Pandya,2019,Mumbai Indians,16,255,42.5,397,16,13,1,90,0,1,3,1,7,48,206,143,9.34,33.46,24.81,15.94
RA Jadeja,2019,Chennai Super Kings,16,324,54.0,347,15,2,0,124,0,1,3,0,5,23,280,44,6.43,38.04,23.13,21.6
B Kumar,2019,Sunrisers Hyderabad,15,354,59.0,466,14,12,1,163,0,0,2,4,9,185,47,234,7.9,44.41,33.29,25.29
I Sharma,2019,Delhi Capitals,13,276,46.0,364,14,9,0,113,0,2,3,9,4,241,50,73,7.91,39.65,26.0,19.71
Sandeep Sharma,2019,Sunrisers Hyderabad,11,256,42.7,355,13,9,0,79,0,1,4,1,8,120,140,95,8.32,29.81,27.31,19.69
RD Chahar,2019,Mumbai Indians,13,282,47.0,310,13,5,0,123,0,2,3,3,0,52,255,3,6.6,42.86,23.85,21.69
CH Morris,2019,Delhi Capitals,9,198,33.0,314,13,6,2,66,0,2,3,2,10,109,79,126,9.52,32.04,24.15,15.23
DJ Bravo,2019,Chennai Super Kings,12,247,41.2,336,13,14,2,71,0,1,3,0,12,8,160,168,8.16,27.0,25.85,19.0
JC Archer,2019,Rajasthan Royals,11,259,43.2,306,12,4,1,113,0,2,3,3,7,82,47,177,7.09,42.8,25.5,21.58
AR Patel,2019,Delhi Capitals,14,306,51.0,368,12,1,0,109,0,0,2,1,2,84,226,58,7.22,35.5,30.67,25.5
Navdeep Saini,2019,Royal Challengers Bengaluru,13,288,48.0,410,12,6,5,135,0,0,2,3,9,200,67,143,8.54,45.15,34.17,24.0
KH Pandya,2019,Mumbai Indians,16,276,46.0,337,12,6,0,92,0,1,3,3,2,79,213,45,7.33,32.62,28.08,23.0
JD Unadkat,2019,Rajasthan Royals,11,224,37.3,404,11,12,0,55,0,0,2,3,6,59,157,188,10.82,23.31,36.73,20.36
SM Curran,2019,Punjab Kings,9,198,33.0,325,11,8,1,58,0,2,4,1,8,98,100,127,9.85,28.02,29.55,18.0
SP Narine,2019,Kolkata Knight Riders,12,266,44.3,353,11,7,0,90,0,0,2,6,2,77,193,83,7.96,32.97,32.09,24.18
A Mishra,2019,Delhi Capitals,11,240,40.0,271,11,3,0,82,0,1,3,0,1,0,238,33,6.78,33.74,24.64,21.82
AD Russell,2019,Kolkata Knight Riders,12,181,30.2,288,11,1,0,60,0,0,2,2,4,86,132,70,9.55,32.97,26.18,16.45
KMA Paul,2019,Delhi Capitals,8,163,27.2,239,10,12,5,52,0,2,4,0,5,16,145,78,8.8,28.89,23.9,16.3
PP Chawla,2019,Kolkata Knight Riders,13,267,44.5,405,10,0,0,84,0,1,3,1,2,79,260,66,9.1,31.46,40.5,26.7
S Lamichhane,2019,Delhi Capitals,6,138,23.0,211,9,0,0,46,0,1,3,3,1,78,96,37,9.17,33.33,23.44,15.33
UT Yadav,2019,Royal Challengers Bengaluru,11,227,37.8,375,9,10,1,87,0,2,3,4,4,183,60,132,9.91,36.55,41.67,25.22
SN Thakur,2019,Chennai Super Kings,9,180,30.0,285,9,10,0,61,0,1,3,3,4,155,14,116,9.5,32.11,31.67,20.0
Mohammad Nabi,2019,Sunrisers Hyderabad,8,175,29.2,201,8,0,0,65,0,1,4,5,0,59,113,29,6.89,37.14,25.13,21.88
GC Viljoen,2019,Punjab Kings,6,138,23.0,229,8,8,0,43,0,1,3,3,2,55,82,92,9.96,29.45,28.63,17.25
Mohammed Siraj,2019,Royal Challengers Bengaluru,9,169,28.2,271,8,8,2,67,0,0,2,0,6,71,74,126,9.62,37.43,33.88,21.13
HF Gurney,2019,Kolkata Knight Riders,8,162,27.0,239,7,6,1,50,0,0,2,2,4,66,62,111,8.85,29.59,34.14,23.14
MM Ali,2019,Royal Challengers Bengaluru,9,150,25.0,169,7,1,0,63,0,0,2,0,1,17,118,34,6.76,41.72,24.14,21.43
DS Kulkarni,2019,Rajasthan Royals,10,210,35.0,336,6,8,1,76,0,0,1,3,2,196,62,78,9.6,34.7,56.0,35.0
BA Stokes,2019,Rajasthan Royals,6,101,16.8,200,6,7,1,26,0,0,2,1,4,40,76,84,11.88,23.85,33.33,16.83
S Kaul,2019,Sunrisers Hyderabad,7,162,27.0,243,6,5,2,55,0,0,2,0,2,42,120,81,9.0,32.54,40.5,27.0
AS Joseph,2019,Mumbai Indians,3,52,8.7,89,6,3,0,23,1,1,6,1,4,34,45,10,10.27,41.82,14.83,8.67
TA Boult,2019,Delhi Capitals,5,114,19.0,163,5,6,0,44,0,0,2,0,3,65,13,85,8.58,36.67,32.6,22.8
JP Behrendorff,2019,Mumbai Indians,5,114,19.0,168,5,3,0,51,0,0,2,3,0,123,28,17,8.84,43.59,33.6,22.8
Kuldeep Yadav,2019,Kolkata Knight Riders,9,198,33.0,286,5,4,0,54,0,1,3,0,5,0,227,59,8.67,26.73,57.2,39.6
M Ashwin,2019,Punjab Kings,10,204,34.0,257,5,6,1,57,0,0,2,0,1,9,231,17,7.56,27.01,51.4,40.8
O Thomas,2019,Rajasthan Royals,4,60,10.0,85,5,1,2,17,0,0,2,2,2,58,9,18,8.5,26.98,17.0,12.0
M Prasidh Krishna,2019,Kolkata Knight Riders,11,242,40.3,384,4,8,4,88,0,0,1,2,1,169,62,153,9.52,34.65,96.0,60.5
Washington Sundar,2019,Royal Challengers Bengaluru,3,54,9.0,75,4,0,0,20,0,1,3,0,1,10,61,4,8.33,37.04,18.75,13.5
MJ Santner,2019,Chennai Super Kings,4,84,14.0,94,4,3,1,37,0,0,2,2,1,37,47,10,6.71,42.05,23.5,21.0
VR Aaron,2019,Rajasthan Royals,5,72,12.0,128,4,2,0,25,0,0,2,2,2,63,42,23,10.67,33.78,32.0,18.0
DW Steyn,2019,Royal Challengers Bengaluru,2,48,8.0,74,4,0,0,18,0,0,2,4,0,43,0,31,9.25,37.5,18.5,12.0
IS Sodhi,2019,Rajasthan Royals,2,43,7.2,67,4,1,0,15,0,1,3,2,0,17,44,6,9.35,34.09,16.75,10.75
MJ McClenaghan,2019,Mumbai Indians,5,108,18.0,143,3,6,0,44,0,1,3,2,1,80,36,27,7.94,38.6,47.67,36.0
N Rana,2019,Kolkata Knight Riders,6,48,8.0,73,3,2,0,14,0,0,1,0,1,0,68,5,9.13,28.0,24.33,16.0
AS Rajpoot,2019,Punjab Kings,4,96,16.0,157,3,1,5,32,0,0,2,0,3,87,41,29,9.81,31.37,52.33,32.0
Mujeeb Ur Rahman,2019,Punjab Kings,5,114,19.0,193,3,9,0,36,0,0,2,1,2,77,70,46,10.16,29.27,64.33,38.0
Arshdeep Singh,2019,Punjab Kings,3,60,10.0,117,3,5,0,15,0,0,2,1,2,80,13,24,11.7,23.08,39.0,20.0
AJ Tye,2019,Punjab Kings,6,132,22.0,233,3,5,0,30,0,0,1,1,2,50,81,102,10.59,21.9,77.67,44.0
HV Patel,2019,Delhi Capitals,2,48,8.0,77,3,3,1,15,0,0,2,1,0,6,44,27,9.63,28.85,25.67,16.0
S Nadeem,2019,Sunrisers Hyderabad,3,54,9.0,91,3,0,0,9,0,0,1,0,1,18,60,13,10.11,16.67,30.33,18.0
P Negi,2019,Royal Challengers Bengaluru,4,67,11.2,103,3,3,0,24,0,0,2,0,0,0,80,23,9.22,34.29,34.33,22.33
J Suchith,2019,Delhi Capitals,1,24,4.0,28,2,0,0,11,0,0,2,1,0,5,23,0,7.0,45.83,14.0,12.0
S Sandeep Warrier,2019,Kolkata Knight Riders,3,72,12.0,86,2,0,1,29,0,0,2,2,0,66,20,0,7.17,39.73,43.0,36.0
LH Ferguson,2019,Kolkata Knight Riders,5,102,17.0,185,2,5,0,28,0,0,1,1,1,68,31,86,10.88,26.17,92.5,51.0
V Shankar,2019,Sunrisers Hyderabad,5,48,8.0,70,2,3,1,14,0,0,1,0,1,0,41,29,8.75,26.92,35.0,24.0
MP Stoinis,2019,Royal Challengers Bengaluru,6,100,16.7,147,2,3,0,30,0,0,1,0,0,0,103,44,8.82,29.13,73.5,50.0
R Tewatia,2019,Delhi Capitals,3,38,6.3,42,2,1,0,19,0,0,1,0,1,0,42,0,6.63,48.72,21.0,19.0
SC Kuggeleijn,2019,Chennai Super Kings,2,48,8.0,71,2,2,0,17,0,0,2,0,2,11,27,33,8.88,34.0,35.5,24.0
Shakib Al Hasan,2019,Sunrisers Hyderabad,3,65,10.8,95,2,1,0,22,0,0,1,1,0,25,52,18,8.77,33.33,47.5,32.5
R Parag,2019,Rajasthan Royals,7,84,14.0,121,2,0,0,18,0,0,1,1,0,10,111,0,8.64,21.43,60.5,42.0
MM Sharma,2019,Chennai Super Kings,1,18,3.0,27,1,0,0,8,0,0,1,0,1,1,10,16,9.0,44.44,27.0,18.0
STR Binny,2019,Rajasthan Royals,5,42,7.0,44,1,1,0,13,0,0,1,0,0,6,38,0,6.29,30.23,44.0,42.0
AS Roy,2019,Mumbai Indians,1,12,2.0,11,1,3,0,4,0,0,1,0,0,0,11,0,5.5,26.67,11.0,12.0
M Markande,2019,Mumbai Indians,3,36,6.0,59,1,1,0,11,0,0,1,0,0,0,59,0,9.83,29.73,59.0,36.0
Y Prithvi Raj,2019,Kolkata Knight Riders,2,30,5.0,57,1,3,0,8,0,0,1,0,0,33,24,0,11.4,24.24,57.0,30.0
CV Varun,2019,Punjab Kings,1,18,3.0,35,1,0,0,8,0,0,1,0,0,25,10,0,11.67,44.44,35.0,18.0
TG Southee,2019,Royal Challengers Bengaluru,3,54,9.0,123,1,4,0,17,0,0,1,1,0,83,0,40,13.67,29.31,123.0,54.0
J Yadav,2019,Mumbai Indians,2,42,7.0,50,1,0,1,17,0,0,1,1,0,22,28,0,7.14,39.53,50.0,42.0
K Khejroliya,2019,Royal Challengers Bengaluru,2,30,5.0,47,1,1,0,10,0,0,1,0,1,18,24,5,9.4,32.26,47.0,30.0
Abhishek Sharma,2019,Sunrisers Hyderabad,2,12,2.0,21,1,0,1,1,0,0,1,0,0,0,21,0,10.5,7.69,21.0,12.0
SE Rutherford,2019,Delhi Capitals,6,41,6.8,60,1,5,0,7,0,0,1,0,0,0,58,2,8.78,15.22,60.0,41.0
K Gowtham,2019,Rajasthan Royals,7,120,20.0,171,1,2,0,34,0,0,1,0,0,88,83,0,8.55,27.87,171.0,120.0
DJ Hooda,2019,Sunrisers Hyderabad,2,12,2.0,21,1,1,0,1,0,0,1,0,0,0,21,0,10.5,7.69,21.0,12.0
BCJ Cutting,2019,Mumbai Indians,1,12,2.0,27,1,0,0,2,0,0,1,0,0,0,27,0,13.5,16.67,27.0,12.0
KV Sharma,2019,Chennai Super Kings,1,17,2.8,33,1,0,0,4,0,0,1,0,1,0,20,13,11.65,23.53,33.0,17.0
C de Grandhomme,2019,Royal Challengers Bengaluru,3,30,5.0,55,0,1,0,2,0,0,0,0,0,0,55,0,11.0,6.45,,
P Ray Barman,2019,Royal Challengers Bengaluru,1,24,4.0,56,0,0,0,2,0,0,0,0,0,0,36,20,14.0,8.33,,
CR Brathwaite,2019,Kolkata Knight Riders,2,18,3.0,29,0,3,0,6,0,0,0,0,0,5,24,0,9.67,28.57,,
GH Vihari,2019,Delhi Capitals,1,6,1.0,9,0,0,0,0,0,0,0,0,0,0,9,0,9.0,0.0,,
YK Pathan,2019,Sunrisers Hyderabad,1,6,1.0,8,0,0,0,1,0,0,0,0,0,0,8,0,8.0,16.67,,
Mandeep Singh,2019,Punjab Kings,2,12,2.0,26,0,0,0,1,0,0,0,0,0,0,26,0,13.0,8.33,,
Avesh Khan,2019,Delhi Capitals,1,18,3.0,30,0,1,0,7,0,0,0,0,0,12,18,0,10.0,36.84,,
Rasikh Salam,2019,Mumbai Indians,1,24,4.0,42,0,1,2,8,0,0,0,0,0,17,4,21,10.5,29.63,,
BB Sran,2019,Mumbai Indians,2,24,4.0,51,0,1,0,7,0,0,0,0,0,38,13,0,12.75,28.0,,
Basil Thampi,2019,Sunrisers Hyderabad,3,72,12.0,115,0,0,1,17,0,0,0,0,0,0,79,36,9.58,23.29,,
SN Khan,2019,Punjab Kings,1,2,0.3,6,0,0,0,0,0,0,0,0,0,0,0,6,18.0,0.0,,
LS Livingstone,2019,Rajasthan Royals,1,6,1.0,13,0,0,0,3,0,0,0,0,0,0,13,0,13.0,50.0,,
S Midhun,2019,Rajasthan Royals,1,12,2.0,29,0,1,0,3,0,0,0,0,0,0,29,0,14.5,23.08,,
Harpreet Brar,2019,Punjab Kings,2,30,5.0,48,0,0,0,7,0,0,0,0,0,24,24,0,9.6,23.33,,
KC Cariappa,2019,Kolkata Knight Riders,1,12,2.0,34,0,1,0,1,0,0,0,0,0,20,14,0,17.0,7.69,,
SK Raina,2019,Chennai Super Kings,1,6,1.0,6,0,0,0,1,0,0,0,0,0,0,6,0,6.0,16.67,,
S Dube,2019,Royal Challengers Bengaluru,2,10,1.7,8,0,1,0,3,0,0,0,0,0,0,5,3,4.8,27.27,,
JJ Bumrah,2021,Mumbai Indians,29,690,115.0,842,50,23,6,299,0,8,4,10,28,255,183,404,7.32,41.59,16.84,13.8
K Rabada,2021,Delhi Capitals,32,731,121.8,1027,46,22,4,279,0,6,4,6,26,312,314,401,8.43,36.86,22.33,15.89
Mohammed Shami,2021,Punjab Kings,28,638,106.3,874,42,15,3,273,0,5,4,12,25,418,105,351,8.22,41.62,20.81,15.19
YS Chahal,2021,Royal Challengers Bengaluru,30,661,110.2,795,41,8,2,235,0,4,3,2,10,83,560,152,7.22,35.02,19.39,16.12
TA Boult,2021,Mumbai Indians,29,652,108.7,867,40,14,1,291,0,4,4,21,16,445,73,349,7.98,43.63,21.68,16.3
Rashid Khan,2021,Sunrisers Hyderabad,30,720,120.0,742,39,10,0,283,0,4,3,2,5,42,588,112,6.18,38.77,19.03,18.46
CV Varun,2021,Kolkata Knight Riders,30,720,120.0,813,37,6,3,252,1,2,5,6,7,156,521,136,6.78,34.57,21.97,19.46
HV Patel,2021,Royal Challengers Bengaluru,15,338,56.3,461,35,16,7,120,1,7,6,1,24,37,181,243,8.18,33.24,13.17,9.66
A Nortje,2021,Delhi Capitals,24,548,91.3,727,35,15,0,228,0,2,4,12,15,308,127,292,7.96,40.5,20.77,15.66
SN Thakur,2021,Chennai Super Kings,25,553,92.2,810,32,34,4,199,0,2,3,7,15,165,328,317,8.79,33.67,25.31,17.28
JO Holder,2021,Sunrisers Hyderabad,15,359,59.8,487,31,20,0,129,0,6,4,6,19,202,123,162,8.14,34.04,15.71,11.58
Arshdeep Singh,2021,Punjab Kings,20,397,66.2,567,31,23,1,137,1,4,5,12,17,244,100,223,8.57,32.54,18.29,12.81
RD Chahar,2021,Mumbai Indians,26,576,96.0,763,29,8,0,190,0,2,4,0,4,34,685,44,7.95,32.53,26.31,19.86
DL Chahar,2021,Chennai Super Kings,29,636,106.0,855,28,24,0,243,1,2,5,19,5,616,142,97,8.07,36.82,30.54,22.71
Ravi Bishnoi,2021,Punjab Kings,23,522,87.0,621,27,16,0,200,0,3,3,3,8,77,472,72,7.14,37.17,23.0,19.33
AR Patel,2021,Delhi Capitals,27,582,97.0,637,27,5,0,195,0,1,3,6,4,136,451,50,6.57,33.22,23.59,21.56
Avesh Khan,2021,Delhi Capitals,17,390,65.0,508,27,17,1,153,0,5,3,6,15,156,98,254,7.82,37.5,18.81,14.44
SM Curran,2021,Chennai Super Kings,22,450,75.0,680,24,20,4,159,0,3,3,8,13,332,81,267,9.07,33.54,28.33,18.75
SP Narine,2021,Kolkata Knight Riders,24,564,94.0,677,24,8,2,187,0,2,4,0,10,166,384,127,7.2,32.58,28.21,23.5
R Ashwin,2021,Delhi Capitals,28,574,95.7,727,23,15,1,191,0,1,3,10,3,197,470,60,7.6,32.37,31.61,24.96
DJ Bravo,2021,Chennai Super Kings,17,328,54.7,444,22,28,0,107,0,3,4,0,16,0,206,238,8.12,30.06,20.18,14.91
Mohammed Siraj,2021,Royal Challengers Bengaluru,24,475,79.2,610,22,17,1,212,0,2,3,11,8,313,88,209,7.71,43.0,27.73,21.59
